1;fr;À quel historien et pédagogue français doit-on les Jeux olympiques modernes ?;Pierre de Coubertin;Napoléon Bonaparte;Duc de Windsor;Pie XI;Débutant;La médaille Pierre-de-Coubertin, attribuée par le CIO, démontre aux Jeux olympiques un véritable esprit sportif.;https://fr.wikipedia.org/wiki/Pierre_de_Coubertin
2;fr;Combien dénombre-t-on de couloirs dans une piscine olympique ?;10;14;6;12;Débutant;Seules les piscines d'eau douce homologuées conviennent aux compétitions organisées dans ces grands bassins.;https://fr.wikipedia.org/wiki/Piscine_olympique
3;fr;Qui a été élu par le public journaliste français le plus chauvin des Jeux olympiques de 2012 ?;Nelson Monfort;Michel Denisot;Christian Jeanpierre;Georges Cazeneuve;Débutant;Nelson Monfort commente le patinage artistique mais surtout interviewe les sportifs dans de nombreuses disciplines.;https://fr.wikipedia.org/wiki/Nelson_Monfort
4;fr;Malgré son insécurité, dans quelle ville se sont déroulés les Jeux olympiques de 2016 ?;Rio de Janeiro;Londres;Tokyo;Pékin;Débutant;Ces Jeux olympiques seront les premiers à se dérouler en Amérique du Sud et les premiers à se dérouler dans un pays lusophone.;https://fr.wikipedia.org/wiki/Jeux_olympiques_d'été_de_2016
5;fr;Quelle épreuve olympique commence hors du stade pour se terminer dans ses murs ?;Marathon;Cross-country;Trail;10 000 m;Débutant;Le marathon est une épreuve sportive de course à pied qui se dispute généralement sur une distance de 42 kilomètres.;https://fr.wikipedia.org/wiki/Marathon_(sport)
6;fr;Lequel des anneaux qui figure sur le drapeau olympique se retrouve le plus près du mât ?;Bleu;Jaune;Vert;Rouge;Débutant;Les cinq anneaux entrelacés représentent les cinq continents unis par l'olympisme, les six couleurs représentant toutes les nations.;https://fr.wikipedia.org/wiki/Drapeau_olympique
7;fr;Quel pongiste belge a participé à ses septièmes Jeux olympiques à l'âge de 42 ans ?;Jean-Michel Saive;Martin Bratanov;Grégory Obert;Yannick Vostes;Débutant;Jean-Michel Saive a également porté le drapeau de la délégation belge lors des Jeux olympiques de 1996 et 2004.;https://fr.wikipedia.org/wiki/Jean-Michel_Saive
8;fr;Qui est la première gymnaste à avoir obtenu un historique 10 aux Jeux olympiques ?;Nadia Comaneci;Diana Mocanu;Tatiana Gutsu;Doina Ignat;Débutant;Nadia Comaneci, qui possède aujourd'hui une double nationalité, a donné une dimension populaire et médiatique inégalée à ce sport.;https://fr.wikipedia.org/wiki/Nadia_Comaneci
9;fr;Quelle est la couleur de fond du drapeau olympique, célèbre avec ses cinq anneaux ?;Blanche;Bleue;Jaune;Verte;Débutant;Aux Jeux de 2008, l'association « Reporters sans frontières » a détourné le drapeau olympique en remplaçant le fond blanc par un fond noir.;https://fr.wikipedia.org/wiki/Drapeau_olympique
10;fr;Qui était Premier ministre britannique lors des Jeux olympiques de Londres en 2012 ?;David Cameron;Gordon Brown;Tony Blair;James Callaghan;Débutant;Diplômé du Brasenose College de l'université d'Oxford, il fut conseiller politique de Margaret Thatcher puis de John Major.;https://fr.wikipedia.org/wiki/David_Cameron
11;fr;Quel athlète Jamaïcain a littéralement marqué les Jeux olympiques de 2008 ?;Usain Bolt;Dexter Lee;Ray Stewart;Lerone Clarke;Confirmé;Spécialiste des épreuves de sprint, Usain Bolt est également l'athlète le plus décoré des championnats du monde d'athlétisme.;https://fr.wikipedia.org/wiki/Usain_Bolt
12;fr;Quelle discipline olympique associe le saut à ski au ski de fond ?;Combiné nordique;Curling;Biathlon;Snowboard;Confirmé;Créé en Norvège à la fin du XIXe siècle, le combiné nordique est au programme olympique depuis sa première édition.;https://fr.wikipedia.org/wiki/Combiné_nordique
13;fr;En 2012, quel type de passeport est apparu aux Jeux olympiques de Londres ?;Biologique;Thermique;Automatique;Télépathique;Confirmé;Il permet de déceler des violations de la réglementation antidopage en détectant des variations anormales de marqueurs biologiques.;https://fr.wikipedia.org/wiki/Passeport_biologique_de_l'athlète
14;fr;Laquelle de ces sportives françaises a participé à sept éditions des Jeux olympiques ?;Jeannie Longo;Sabrina Jonnier;Marion Rousse;Sophie Creux;Confirmé;Au total, Jeannie Longo a remporté neuf titres de championne du monde sur route ainsi qu'un titre olympique.;https://fr.wikipedia.org/wiki/Jeannie_Longo
